n1000-p10-t10000-tabular.zarr,34.164µs,0ns,962ns
n1000-p10-t10000-tabular.zarr,25.669µs,0ns,330ns
n1000-p10-t10000-tabular.zarr,24.487µs,0ns,351ns
n1000-p10-t10000-tabular.zarr,24.516µs,0ns,351ns
n1000-p10-t10000-tabular.zarr,23.544µs,0ns,321ns
